uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
PA,SEPTICEMIA,HOSPITAL,"30 - 39",M,31
PA,SEPTICEMIA,OUTRO,"30 - 39",M,1
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,4
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
PA,SRAG,DOMICILIO,"30 - 39",M,1
PA,SRAG,HOSPITAL,"30 - 39",F,1
PB,OUTRAS,DOMICILIO,"30 - 39",F,14
PB,OUTRAS,DOMICILIO,"30 - 39",M,30
PB,OUTRAS,HOSPITAL,"30 - 39",F,38
PB,OUTRAS,HOSPITAL,"30 - 39",M,59
PB,OUTRAS,OUTRO,"30 - 39",F,2
PB,OUTRAS,OUTRO,"30 - 39",M,12
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
PB,OUTRAS,VIA_PUBLICA,"30 - 39",F,3
PB,OUTRAS,VIA_PUBLICA,"30 - 39",M,13
PB,COVID,HOSPITAL,"30 - 39",F,1
PB,COVID,HOSPITAL,"30 - 39",M,1
PB,INDETERMINADA,DOMICILIO,"30 - 39",M,1
PB,INDETERMINADA,HOSPITAL,"30 - 39",M,1
PB,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,7
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,7
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
PB,PNEUMONIA,DOMICILIO,"30 - 39",F,2
PB,PNEUMONIA,DOMICILIO,"30 - 39",M,2
PB,PNEUMONIA,HOSPITAL,"30 - 39",F,12
PB,PNEUMONIA,HOSPITAL,"30 - 39",M,21
PB,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
PB,SEPTICEMIA,DOMICILIO,"30 - 39",M,3
PB,SEPTICEMIA,HOSPITAL,"30 - 39",F,18
PB,SEPTICEMIA,HOSPITAL,"30 - 39",M,25
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PB,SRAG,HOSPITAL,"30 - 39",F,1
PB,SRAG,HOSPITAL,"30 - 39",M,1
PE,OUTRAS,DOMICILIO,"30 - 39",F,38
PE,OUTRAS,DOMICILIO,"30 - 39",M,76
PE,OUTRAS,HOSPITAL,"30 - 39",F,105
PE,OUTRAS,HOSPITAL,"30 - 39",M,152
PE,OUTRAS,IGNORADO,"30 - 39",F,2
PE,OUTRAS,IGNORADO,"30 - 39",M,4
PE,OUTRAS,OUTRO,"30 - 39",F,5
PE,OUTRAS,OUTRO,"30 - 39",M,38
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,8
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,20
PE,OUTRAS,VIA_PUBLICA,"30 - 39",F,5
PE,OUTRAS,VIA_PUBLICA,"30 - 39",M,72
PE,COVID,HOSPITAL,"30 - 39",M,2
PE,INDETERMINADA,DOMICILIO,"30 - 39",M,2
PE,INDETERMINADA,HOSPITAL,"30 - 39",F,1
PE,INDETERMINADA,HOSPITAL,"30 - 39",M,2
PE,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,5
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,19
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,12
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
PE,PNEUMONIA,DOMICILIO,"30 - 39",F,2
PE,PNEUMONIA,DOMICILIO,"30 - 39",M,2
PE,PNEUMONIA,HOSPITAL,"30 - 39",F,16
PE,PNEUMONIA,HOSPITAL,"30 - 39",M,34
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
PE,SEPTICEMIA,DOMICILIO,"30 - 39",F,3
PE,SEPTICEMIA,DOMICILIO,"30 - 39",M,4
PE,SEPTICEMIA,HOSPITAL,"30 - 39",F,47
PE,SEPTICEMIA,HOSPITAL,"30 - 39",M,78
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PE,SRAG,DOMICILIO,"30 - 39",F,1
PE,SRAG,HOSPITAL,"30 - 39",F,1
PE,SRAG,HOSPITAL,"30 - 39",M,2
PI,OUTRAS,DOMICILIO,"30 - 39",F,14
PI,OUTRAS,DOMICILIO,"30 - 39",M,24
PI,OUTRAS,HOSPITAL,"30 - 39",F,20
PI,OUTRAS,HOSPITAL,"30 - 39",M,22
PI,OUTRAS,OUTRO,"30 - 39",M,1
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
PI,OUTRAS,VIA_PUBLICA,"30 - 39",F,1
PI,OUTRAS,VIA_PUBLICA,"30 - 39",M,4
PI,INDETERMINADA,DOMICILIO,"30 - 39",M,1
PI,INDETERMINADA,HOSPITAL,"30 - 39",M,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,2
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,10
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PI,PNEUMONIA,DOMICILIO,"30 - 39",F,1
PI,PNEUMONIA,DOMICILIO,"30 - 39",M,1
PI,PNEUMONIA,HOSPITAL,"30 - 39",F,5
PI,PNEUMONIA,HOSPITAL,"30 - 39",M,8
PI,SEPTICEMIA,HOSPITAL,"30 - 39",F,2
PI,SEPTICEMIA,HOSPITAL,"30 - 39",M,11
PR,OUTRAS,DOMICILIO,"30 - 39",F,39
PR,OUTRAS,DOMICILIO,"30 - 39",M,74
PR,OUTRAS,HOSPITAL,"30 - 39",F,131
PR,OUTRAS,HOSPITAL,"30 - 39",M,143
PR,OUTRAS,OUTRO,"30 - 39",F,6
PR,OUTRAS,OUTRO,"30 - 39",M,51
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,7
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,15
PR,OUTRAS,VIA_PUBLICA,"30 - 39",F,9
PR,OUTRAS,VIA_PUBLICA,"30 - 39",M,68
PR,COVID,DOMICILIO,"30 - 39",F,1
PR,COVID,HOSPITAL,"30 - 39",M,5
PR,INDETERMINADA,DOMICILIO,"30 - 39",F,3
PR,INDETERMINADA,DOMICILIO,"30 - 39",M,7
PR,INDETERMINADA,HOSPITAL,"30 - 39",M,1
PR,INDETERMINADA,OUTRO,"30 - 39",M,2
PR,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,3
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,12
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,12
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,2
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PR,PNEUMONIA,DOMICILIO,"30 - 39",F,2
PR,PNEUMONIA,HOSPITAL,"30 - 39",F,39
PR,PNEUMONIA,HOSPITAL,"30 - 39",M,50
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
PR,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
PR,SEPTICEMIA,HOSPITAL,"30 - 39",F,40
PR,SEPTICEMIA,HOSPITAL,"30 - 39",M,66
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PR,SRAG,HOSPITAL,"30 - 39",F,1
PR,SRAG,HOSPITAL,"30 - 39",M,4
RJ,OUTRAS,DOMICILIO,"30 - 39",F,50
RJ,OUTRAS,DOMICILIO,"30 - 39",M,84
RJ,OUTRAS,HOSPITAL,"30 - 39",F,198
RJ,OUTRAS,HOSPITAL,"30 - 39",M,241
RJ,OUTRAS,IGNORADO,"30 - 39",M,2
RJ,OUTRAS,OUTRO,"30 - 39",F,18
RJ,OUTRAS,OUTRO,"30 - 39",M,47
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,29
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,83
RJ,OUTRAS,VIA_PUBLICA,"30 - 39",F,9
RJ,OUTRAS,VIA_PUBLICA,"30 - 39",M,49
RJ,COVID,HOSPITAL,"30 - 39",F,2
RJ,COVID,HOSPITAL,"30 - 39",M,3
RJ,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
RJ,INDETERMINADA,DOMICILIO,"30 - 39",F,2
RJ,INDETERMINADA,DOMICILIO,"30 - 39",M,4
RJ,INDETERMINADA,HOSPITAL,"30 - 39",F,4
RJ,INDETERMINADA,HOSPITAL,"30 - 39",M,4
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
RJ,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,2
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,4
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,3
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,41
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,30
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,8
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,9
RJ,PNEUMONIA,DOMICILIO,"30 - 39",F,2
RJ,PNEUMONIA,DOMICILIO,"30 - 39",M,3
RJ,PNEUMONIA,HOSPITAL,"30 - 39",F,50
RJ,PNEUMONIA,HOSPITAL,"30 - 39",M,105
RJ,PNEUMONIA,IGNORADO,"30 - 39",F,1
RJ,PNEUMONIA,OUTRO,"30 - 39",F,1
RJ,PNEUMONIA,OUTRO,"30 - 39",M,4
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,8
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,14
RJ,PNEUMONIA,VIA_PUBLICA,"30 - 39",F,1
RJ,SEPTICEMIA,HOSPITAL,"30 - 39",F,83
RJ,SEPTICEMIA,HOSPITAL,"30 - 39",M,100
RJ,SEPTICEMIA,IGNORADO,"30 - 39",M,1
RJ,SEPTICEMIA,OUTRO,"30 - 39",M,1
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,8
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,15
RJ,SRAG,HOSPITAL,"30 - 39",F,1
RJ,SRAG,HOSPITAL,"30 - 39",M,1
RN,OUTRAS,DOMICILIO,"30 - 39",F,6
RN,OUTRAS,DOMICILIO,"30 - 39",M,13
RN,OUTRAS,HOSPITAL,"30 - 39",F,30
RN,OUTRAS,HOSPITAL,"30 - 39",M,41
RN,OUTRAS,IGNORADO,"30 - 39",M,1
RN,OUTRAS,OUTRO,"30 - 39",F,1
RN,OUTRAS,OUTRO,"30 - 39",M,2
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,5
RN,OUTRAS,VIA_PUBLICA,"30 - 39",F,1
RN,OUTRAS,VIA_PUBLICA,"30 - 39",M,11
RN,COVID,HOSPITAL,"30 - 39",F,1
RN,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RN,INDETERMINADA,HOSPITAL,"30 - 39",F,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,3
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,6
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,1
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RN,PNEUMONIA,DOMICILIO,"30 - 39",F,2
RN,PNEUMONIA,DOMICILIO,"30 - 39",M,2
RN,PNEUMONIA,HOSPITAL,"30 - 39",F,6
RN,PNEUMONIA,HOSPITAL,"30 - 39",M,9
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RN,SEPTICEMIA,HOSPITAL,"30 - 39",F,10
RN,SEPTICEMIA,HOSPITAL,"30 - 39",M,9
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
RO,OUTRAS,DOMICILIO,"30 - 39",F,2
RO,OUTRAS,DOMICILIO,"30 - 39",M,5
RO,OUTRAS,HOSPITAL,"30 - 39",F,7
RO,OUTRAS,HOSPITAL,"30 - 39",M,34
RO,OUTRAS,IGNORADO,"30 - 39",M,1
RO,OUTRAS,OUTRO,"30 - 39",M,8
RO,OUTRAS,VIA_PUBLICA,"30 - 39",F,4
RO,OUTRAS,VIA_PUBLICA,"30 - 39",M,11
RO,INDETERMINADA,IGNORADO,"30 - 39",F,1
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,3
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,2
RO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
RO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
RO,PNEUMONIA,HOSPITAL,"30 - 39",F,6
RO,PNEUMONIA,HOSPITAL,"30 - 39",M,6
RO,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
RO,SEPTICEMIA,HOSPITAL,"30 - 39",F,6
RO,SEPTICEMIA,HOSPITAL,"30 - 39",M,8
RR,OUTRAS,HOSPITAL,"30 - 39",F,9
RR,OUTRAS,HOSPITAL,"30 - 39",M,9
RR,OUTRAS,OUTRO,"30 - 39",M,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,1
RR,PNEUMONIA,HOSPITAL,"30 - 39",F,3
RR,PNEUMONIA,HOSPITAL,"30 - 39",M,1
RR,SEPTICEMIA,HOSPITAL,"30 - 39",F,2
RR,SEPTICEMIA,HOSPITAL,"30 - 39",M,1
RS,OUTRAS,DOMICILIO,"30 - 39",F,24
RS,OUTRAS,DOMICILIO,"30 - 39",M,57
RS,OUTRAS,HOSPITAL,"30 - 39",F,117
RS,OUTRAS,HOSPITAL,"30 - 39",M,125
RS,OUTRAS,IGNORADO,"30 - 39",M,1
RS,OUTRAS,OUTRO,"30 - 39",F,3
RS,OUTRAS,OUTRO,"30 - 39",M,17
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,10
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,10
RS,OUTRAS,VIA_PUBLICA,"30 - 39",F,3
RS,OUTRAS,VIA_PUBLICA,"30 - 39",M,14
RS,COVID,HOSPITAL,"30 - 39",F,4
RS,COVID,HOSPITAL,"30 - 39",M,4
RS,INDETERMINADA,DOMICILIO,"30 - 39",M,1
RS,INDETERMINADA,HOSPITAL,"30 - 39",M,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,2
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,13
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,29
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
RS,PNEUMONIA,DOMICILIO,"30 - 39",F,1
RS,PNEUMONIA,HOSPITAL,"30 - 39",F,26
RS,PNEUMONIA,HOSPITAL,"30 - 39",M,34
RS,PNEUMONIA,IGNORADO,"30 - 39",F,1
RS,PNEUMONIA,IGNORADO,"30 - 39",M,1
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
RS,SEPTICEMIA,HOSPITAL,"30 - 39",F,41
RS,SEPTICEMIA,HOSPITAL,"30 - 39",M,44
RS,SEPTICEMIA,IGNORADO,"30 - 39",M,2
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
RS,SEPTICEMIA,VIA_PUBLICA,"30 - 39",M,1
RS,SRAG,HOSPITAL,"30 - 39",F,1
RS,SRAG,HOSPITAL,"30 - 39",M,1
SC,OUTRAS,DOMICILIO,"30 - 39",F,12
SC,OUTRAS,DOMICILIO,"30 - 39",M,31
SC,OUTRAS,HOSPITAL,"30 - 39",F,81
SC,OUTRAS,HOSPITAL,"30 - 39",M,85
SC,OUTRAS,OUTRO,"30 - 39",F,2
SC,OUTRAS,OUTRO,"30 - 39",M,20
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
SC,OUTRAS,VIA_PUBLICA,"30 - 39",F,2
SC,OUTRAS,VIA_PUBLICA,"30 - 39",M,6
SC,COVID,HOSPITAL,"30 - 39",F,1
SC,COVID,HOSPITAL,"30 - 39",M,2
SC,INDETERMINADA,DOMICILIO,"30 - 39",F,1
SC,INDETERMINADA,DOMICILIO,"30 - 39",M,2
SC,INDETERMINADA,HOSPITAL,"30 - 39",M,1
SC,INDETERMINADA,OUTRO,"30 - 39",M,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,14
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,9
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
SC,PNEUMONIA,DOMICILIO,"30 - 39",M,4
SC,PNEUMONIA,HOSPITAL,"30 - 39",F,18
SC,PNEUMONIA,HOSPITAL,"30 - 39",M,27
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
SC,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
SC,SEPTICEMIA,HOSPITAL,"30 - 39",F,38
SC,SEPTICEMIA,HOSPITAL,"30 - 39",M,34
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
SC,SRAG,HOSPITAL,"30 - 39",M,1
SE,OUTRAS,DOMICILIO,"30 - 39",F,2
SE,OUTRAS,DOMICILIO,"30 - 39",M,6
SE,OUTRAS,HOSPITAL,"30 - 39",F,17
SE,OUTRAS,HOSPITAL,"30 - 39",M,27
SE,OUTRAS,IGNORADO,"30 - 39",F,1
SE,OUTRAS,OUTRO,"30 - 39",M,1
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,6
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,9
SE,OUTRAS,VIA_PUBLICA,"30 - 39",F,2
SE,OUTRAS,VIA_PUBLICA,"30 - 39",M,9
SE,INDETERMINADA,VIA_PUBLICA,"30 - 39",F,1
SE,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,2
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,5
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,3
SE,PNEUMONIA,HOSPITAL,"30 - 39",F,6
SE,PNEUMONIA,HOSPITAL,"30 - 39",M,13
SE,PNEUMONIA,IGNORADO,"30 - 39",F,1
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
SE,SEPTICEMIA,HOSPITAL,"30 - 39",F,6
SE,SEPTICEMIA,HOSPITAL,"30 - 39",M,12
SE,SEPTICEMIA,IGNORADO,"30 - 39",M,2
SP,OUTRAS,DOMICILIO,"30 - 39",F,128
SP,OUTRAS,DOMICILIO,"30 - 39",M,324
SP,OUTRAS,HOSPITAL,"30 - 39",F,527
SP,OUTRAS,HOSPITAL,"30 - 39",M,783
SP,OUTRAS,IGNORADO,"30 - 39",F,2
SP,OUTRAS,IGNORADO,"30 - 39",I,25
SP,OUTRAS,IGNORADO,"30 - 39",M,8
SP,OUTRAS,OUTRO,"30 - 39",F,34
SP,OUTRAS,OUTRO,"30 - 39",M,134
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,59
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,92
SP,OUTRAS,POSTO_SAUDE,"30 - 39",F,2
SP,OUTRAS,POSTO_SAUDE,"30 - 39",M,2
SP,OUTRAS,VIA_PUBLICA,"30 - 39",F,27
SP,OUTRAS,VIA_PUBLICA,"30 - 39",M,212
SP,COVID,DOMICILIO,"30 - 39",F,1
SP,COVID,HOSPITAL,"30 - 39",F,11
SP,COVID,HOSPITAL,"30 - 39",M,6
SP,COVID,OUTRO,"30 - 39",M,1
SP,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
SP,INDETERMINADA,DOMICILIO,"30 - 39",F,3
SP,INDETERMINADA,DOMICILIO,"30 - 39",M,5
SP,INDETERMINADA,HOSPITAL,"30 - 39",F,5
SP,INDETERMINADA,HOSPITAL,"30 - 39",M,12
SP,INDETERMINADA,OUTRO,"30 - 39",M,8
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
SP,INDETERMINADA,VIA_PUBLICA,"30 - 39",F,1
SP,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,2
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,5
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,18
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,82
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,73
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,3
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,5
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,5
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,2
SP,PNEUMONIA,DOMICILIO,"30 - 39",F,8
SP,PNEUMONIA,DOMICILIO,"30 - 39",M,29
SP,PNEUMONIA,HOSPITAL,"30 - 39",F,151
SP,PNEUMONIA,HOSPITAL,"30 - 39",M,279
SP,PNEUMONIA,IGNORADO,"30 - 39",M,1
SP,PNEUMONIA,OUTRO,"30 - 39",F,2
SP,PNEUMONIA,OUTRO,"30 - 39",M,7
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,8
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,23
SP,PNEUMONIA,VIA_PUBLICA,"30 - 39",M,1
SP,SEPTICEMIA,DOMICILIO,"30 - 39",F,2
SP,SEPTICEMIA,DOMICILIO,"30 - 39",M,4
SP,SEPTICEMIA,HOSPITAL,"30 - 39",F,155
SP,SEPTICEMIA,HOSPITAL,"30 - 39",M,243
SP,SEPTICEMIA,IGNORADO,"30 - 39",M,1
SP,SEPTICEMIA,OUTRO,"30 - 39",F,1
SP,SEPTICEMIA,OUTRO,"30 - 39",M,1
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
SP,SEPTICEMIA,VIA_PUBLICA,"30 - 39",M,1
SP,SRAG,HOSPITAL,"30 - 39",F,6
SP,SRAG,HOSPITAL,"30 - 39",M,6
TO,OUTRAS,DOMICILIO,"30 - 39",F,1
TO,OUTRAS,DOMICILIO,"30 - 39",M,8
TO,OUTRAS,HOSPITAL,"30 - 39",F,15
TO,OUTRAS,HOSPITAL,"30 - 39",M,12
TO,OUTRAS,IGNORADO,"30 - 39",M,1
TO,OUTRAS,OUTRO,"30 - 39",M,4
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
TO,OUTRAS,VIA_PUBLICA,"30 - 39",M,3
TO,COVID,HOSPITAL,"30 - 39",M,1
TO,INDETERMINADA,HOSPITAL,"30 - 39",M,1
TO,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,1
TO,PNEUMONIA,DOMICILIO,"30 - 39",F,1
TO,PNEUMONIA,HOSPITAL,"30 - 39",F,5
TO,PNEUMONIA,HOSPITAL,"30 - 39",M,4
TO,SEPTICEMIA,HOSPITAL,"30 - 39",F,3
TO,SEPTICEMIA,HOSPITAL,"30 - 39",M,4
TO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
TO,SRAG,HOSPITAL,"30 - 39",M,1
AC,OUTRAS,DOMICILIO,"40 - 49",F,3
AC,OUTRAS,DOMICILIO,"40 - 49",M,13
AC,OUTRAS,HOSPITAL,"40 - 49",F,11
AC,OUTRAS,HOSPITAL,"40 - 49",M,22
AC,OUTRAS,OUTRO,"40 - 49",F,1
AC,OUTRAS,OUTRO,"40 - 49",M,5
AC,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
